start,type,end,properties
evidence:8d16f9a7df7fcf15d90033f3,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_information_security_policy_v1.0.docx,{}
evidence:ced6c1cc55702277c12ed5ec,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_information_security_policy_v1.0.docx,{}
evidence:5c4b516341642070d98c6e26,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_information_security_policy_v1.0.docx,{}
evidence:353f2d32a73f8dd83b321374,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_information_security_policy_v1.0.docx,{}
evidence:bca953ad7795d63542fb8e29,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_information_security_policy_v1.0.docx,{}
evidence:5082e478ae029bfd87d2229d,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_information_security_policy_v1.0.docx,{}
evidence:0f74cc1d7882fac0c9f8ce84,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_information_security_policy_v1.0.docx,{}
evidence:b9e62d3989adcf106972bc1a,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_information_security_policy_v1.0.docx,{}
evidence:e4425ffd988486608b103157,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_information_security_policy_v1.0.docx,{}
evidence:33e68d3392f22cb0176360bc,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_information_security_policy_v1.0.docx,{}
evidence:2c8b006fd0ddf6b490f726ca,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_information_security_policy_v1.0.docx,{}
evidence:ce3d8abaf2875f63c8f4a963,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_information_security_policy_v1.0.docx,{}
evidence:3fee2b49d482764ecac0668f,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_information_security_policy_v1.0.docx,{}
evidence:e4dbde9b7eb9e0e7a26517dd,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_information_security_policy_v1.0.docx,{}
evidence:29069c9b30ef79c4f5954dd9,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_information_security_policy_v1.0.docx,{}
evidence:eef1cec5f2d4601a7e7abcce,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_information_security_policy_v1.0.docx,{}
evidence:adcb0f398096387c8e242cda,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_information_security_policy_v1.0.docx,{}
evidence:df8ed793c25266fa746da446,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_information_security_policy_v1.0.docx,{}
evidence:b2189db7a10e755658ce4477,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_information_security_policy_v1.0.docx,{}
evidence:ba5a4b71346e64c7b1c41bb6,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_information_security_policy_v1.0.docx,{}
evidence:e9ac74b1f8c8c250a814e372,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_information_security_policy_v1.0.docx,{}
evidence:ce8d84a0ac04aa31ab102e8b,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_information_security_policy_v1.0.docx,{}
evidence:eb5746b7eca1cf59e974f9f3,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_information_security_policy_v1.0.docx,{}
evidence:b8f7a9c7ce5d7845846e3d91,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_information_security_policy_v1.0.docx,{}
evidence:e0d4dbb70270f46d741a5e30,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_information_security_policy_v1.0.docx,{}
evidence:afd6c1afd743e93d5a4bebdd,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_information_security_policy_v1.0.docx,{}
evidence:0d597b05bd67edff0805f3ae,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_information_security_policy_v1.0.docx,{}
evidence:a5a91b2638e4020519185658,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_information_security_policy_v1.0.docx,{}
evidence:35932006bf08864167d2d242,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_information_security_policy_v1.0.docx,{}
evidence:43df6d497055af8d78b1d84f,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_information_security_policy_v1.0.docx,{}
evidence:067911935acdd3c7444039bd,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_information_security_policy_v1.0.docx,{}
evidence:27d4604beac779250f04bcbc,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_information_security_policy_v1.0.docx,{}
evidence:561c2a8d985784ef44eb4cd6,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_information_security_policy_v1.0.docx,{}
evidence:f0a5e8dadbeeca585683290d,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_information_security_policy_v1.0.docx,{}
evidence:dffda9bf4b722e6d30840b86,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_information_security_policy_v1.0.docx,{}
evidence:b1a063c068ed3dd2871a8bdf,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_information_security_policy_v1.0.docx,{}
evidence:8ba39bf9b485d402a2c6bb99,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_information_security_policy_v1.0.docx,{}
evidence:4f64f55766445372f755cee9,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_information_security_policy_v1.0.docx,{}
evidence:9926b042912f9a2db9b8e48a,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_information_security_policy_v1.0.docx,{}
evidence:97733870306902276f8ae8c2,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_information_security_policy_v1.0.docx,{}
evidence:25346db5e2930a3fcdeb1f57,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_information_security_policy_v1.0.docx,{}
evidence:8504ba7b8b735daa6e7ce121,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_information_security_policy_v1.0.docx,{}
evidence:0e39f7e60f080fcb49db04b7,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_information_security_policy_v1.0.docx,{}
evidence:66a67e50dbe7e17b87bef208,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_information_security_policy_v1.0.docx,{}
evidence:78593025c29dbcefa49f536c,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_information_security_policy_v1.0.docx,{}
evidence:7a13f1cf90b650f68426f6c7,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_information_security_policy_v1.0.docx,{}
evidence:11bb7088b5b474840b8d8559,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_information_security_policy_v1.0.docx,{}
evidence:1d28728b9f353443f8705cd5,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_information_security_policy_v1.0.docx,{}
evidence:b76c15061b1997f905c9d151,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_information_security_policy_v1.0.docx,{}
evidence:9a7cfd11c8fa7266208db451,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_information_security_policy_v1.0.docx,{}
evidence:a88591ebb52d58e9b4499447,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_information_security_policy_v1.0.docx,{}
evidence:739d52e6ea7579e2ec2c9e81,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_information_security_policy_v1.0.docx,{}
evidence:6e97ca83d3fc56a1e9c64a1a,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_information_security_policy_v1.0.docx,{}
evidence:dfa1610e3ce17582d28fe31b,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_information_security_policy_v1.0.docx,{}
evidence:9e845f226301d277abccac65,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_information_security_policy_v1.0.docx,{}
evidence:aeef0d17b81b905a5e37608b,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_information_security_policy_v1.0.docx,{}
evidence:2903c88e319442cdd7792b56,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_information_security_policy_v1.0.docx,{}
evidence:e681b77d2af159e861b79348,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_information_security_policy_v1.0.docx,{}
evidence:eaa946fd1ca3ad7044522375,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_information_security_policy_v1.0.docx,{}
evidence:32852d0ee3567fa7614f715d,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_information_security_policy_v1.0.docx,{}
evidence:4c2ddf57998690c672519b5a,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_information_security_policy_v1.0.docx,{}
evidence:8961466ee62b9546f94b8dce,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_information_security_policy_v1.0.docx,{}
evidence:3353c3eb10d11759d905fd7a,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_information_security_policy_v1.0.docx,{}
evidence:6caed287805bb659a85e451f,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_information_security_policy_v1.0.docx,{}
evidence:873245839be0880d6776cb05,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_password_and_secrets_policy_v1.0.docx,{}
evidence:069e60255eeb5ce30dccea3b,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_password_and_secrets_policy_v1.0.docx,{}
evidence:b795da8754a0f00ffb77b995,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_password_and_secrets_policy_v1.0.docx,{}
evidence:aa12e13d0b49d75eb8224424,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_password_and_secrets_policy_v1.0.docx,{}
evidence:b68f1b2ee0bf727561573f5f,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_password_and_secrets_policy_v1.0.docx,{}
evidence:4bac5348504ee3f0fe5bd43d,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_password_and_secrets_policy_v1.0.docx,{}
evidence:e7e3e9a55059a26daaf1ad56,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_password_and_secrets_policy_v1.0.docx,{}
evidence:305dbc36373ad7996fe0cbe4,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_password_and_secrets_policy_v1.0.docx,{}
evidence:f0652d25a01920c6aeaeaea1,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_password_and_secrets_policy_v1.0.docx,{}
evidence:09738367f2fbc705c8605123,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_password_and_secrets_policy_v1.0.docx,{}
evidence:a129044bfcb025d866c29bf3,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_password_and_secrets_policy_v1.0.docx,{}
evidence:0cec5ac63a08c7c33a1d1bdc,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_password_and_secrets_policy_v1.0.docx,{}
evidence:61608c78a5a5ecdf19f34af5,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_password_and_secrets_policy_v1.0.docx,{}
evidence:b12afe3bb3ccd631b7c39e56,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_password_and_secrets_policy_v1.0.docx,{}
evidence:5909da00647a77c258b863d5,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_password_and_secrets_policy_v1.0.docx,{}
evidence:ad60b20b81bf985afe53e01f,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_password_and_secrets_policy_v1.0.docx,{}
evidence:b6a0e28e09a526c1ff02b2f4,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_password_and_secrets_policy_v1.0.docx,{}
evidence:c15b0f8da107ec41142db455,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_password_and_secrets_policy_v1.0.docx,{}
evidence:ceb95539c3881afb493988a1,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_password_and_secrets_policy_v1.0.docx,{}
evidence:22a30681baf084fb53428887,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_password_and_secrets_policy_v1.0.docx,{}
evidence:a5666c8f60791881f75d7be2,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_password_and_secrets_policy_v1.0.docx,{}
evidence:3298ff22063382fbda53924b,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_password_and_secrets_policy_v1.0.docx,{}
evidence:2052d325bd8502e7626ea9e6,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_password_and_secrets_policy_v1.0.docx,{}
evidence:555af30acd9ac181fae466ef,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_password_and_secrets_policy_v1.0.docx,{}
evidence:8cdef11d1528ec3f4c2cb36b,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_password_and_secrets_policy_v1.0.docx,{}
evidence:298a33e7f1d26476209b9ef4,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_password_and_secrets_policy_v1.0.docx,{}
evidence:3a993e43a47535017b644b13,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_password_and_secrets_policy_v1.0.docx,{}
evidence:ef277f1aeddb5311e9834b09,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_password_and_secrets_policy_v1.0.docx,{}
evidence:fb7c4ab2148b710f169442ed,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_password_and_secrets_policy_v1.0.docx,{}
evidence:30fb03015d55928ca7ef2543,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_password_and_secrets_policy_v1.0.docx,{}
evidence:9783782bbb60f01749863b04,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_password_and_secrets_policy_v1.0.docx,{}
evidence:1d8b1c0dda62224434b27b41,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_password_and_secrets_policy_v1.0.docx,{}
evidence:9d4604c7ff4ed868301fdfe7,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_password_and_secrets_policy_v1.0.docx,{}
evidence:85ec667b5eb6da5ee3eea85f,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_password_and_secrets_policy_v1.0.docx,{}
evidence:98f1fdb1e9f160cb41224252,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_password_and_secrets_policy_v1.0.docx,{}
evidence:dc77d9a14c8bbd17b082b4e6,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_password_and_secrets_policy_v1.0.docx,{}
evidence:2a40c5ae2f56f18b1a40b9f2,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_password_and_secrets_policy_v1.0.docx,{}
evidence:25c2374514947661c530ff03,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_password_and_secrets_policy_v1.0.docx,{}
evidence:0ed9838aa5abb306326f5ada,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_password_and_secrets_policy_v1.0.docx,{}
evidence:90498089048d2a24f78d6779,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_password_and_secrets_policy_v1.0.docx,{}
evidence:b3ee7eb18a5367e65a19d8fe,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_password_and_secrets_policy_v1.0.docx,{}
evidence:5dcdd4237b4942d614c0c20b,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_password_and_secrets_policy_v1.0.docx,{}
evidence:fbb5213482280bea9bc2e43e,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_password_and_secrets_policy_v1.0.docx,{}
evidence:971502d3c62251c2bdeafb12,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_password_and_secrets_policy_v1.0.docx,{}
evidence:57b0fd5b653cabf77e4bd91e,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_password_and_secrets_policy_v1.0.docx,{}
evidence:01249e54793c8e4116fc96af,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_password_and_secrets_policy_v1.0.docx,{}
evidence:8bbbcc535e2dccfef4bf3b6b,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_password_and_secrets_policy_v1.0.docx,{}
evidence:290586768c6bc9a9b8cff697,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_password_and_secrets_policy_v1.0.docx,{}
evidence:1d7ac6ebfe980e8c1ef11acb,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_password_and_secrets_policy_v1.0.docx,{}
evidence:57c4c75aa3139611450de007,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_password_and_secrets_policy_v1.0.docx,{}
evidence:80029fc2a2148967d9dceb2a,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_password_and_secrets_policy_v1.0.docx,{}
evidence:b4dbaa707dba74453d2781fb,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_password_and_secrets_policy_v1.0.docx,{}
evidence:4d2bfa30f84c39a28f1be60e,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_password_and_secrets_policy_v1.0.docx,{}
evidence:49058e1de6a4b6cd20d9c518,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_password_and_secrets_policy_v1.0.docx,{}
evidence:d2fcd74234e257bc2ef71667,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_password_and_secrets_policy_v1.0.docx,{}
evidence:903e7aaaec93b44090aab9e6,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_password_and_secrets_policy_v1.0.docx,{}
evidence:6ef331374c0f41953e720339,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_password_and_secrets_policy_v1.0.docx,{}
evidence:0dc74095ee41ef7cc203dc26,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_password_and_secrets_policy_v1.0.docx,{}
evidence:5c4a05c6d3d80d1bd68315e4,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_password_and_secrets_policy_v1.0.docx,{}
evidence:c7967dc86e5624412c35d0de,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_password_and_secrets_policy_v1.0.docx,{}
evidence:dde18077c2829512d427c9e9,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_password_and_secrets_policy_v1.0.docx,{}
evidence:e20b7bcb7e5c29a778d18048,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_password_and_secrets_policy_v1.0.docx,{}
evidence:5a73c370c2dcb17eea337708,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_password_and_secrets_policy_v1.0.docx,{}
evidence:982218ee9ae0c9a85c656dc8,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_password_and_secrets_policy_v1.0.docx,{}
evidence:b5f0fdbb6cc4a5332ca19d09,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_password_and_secrets_policy_v1.0.docx,{}
evidence:fa80c1e14bef629c98b9fb28,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_password_and_secrets_policy_v1.0.docx,{}
evidence:7969ea8d69b19c2d60f4d49e,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_password_and_secrets_policy_v1.0.docx,{}
evidence:64625f695719fd5b37a09398,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit._risk_management_policy_v1.0.docx,{}
evidence:ecb9b21983421e32424fcd47,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit._risk_management_policy_v1.0.docx,{}
evidence:7eb35829b12d258fe9783391,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit._risk_management_policy_v1.0.docx,{}
evidence:07348d014ec288f6eca9bfdb,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit._risk_management_policy_v1.0.docx,{}
evidence:9379f479c08000e0e6e16f09,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit._risk_management_policy_v1.0.docx,{}
evidence:a27518acf9c4715565e3b01f,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit._risk_management_policy_v1.0.docx,{}
evidence:d81235556bf228018b9300ea,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit._risk_management_policy_v1.0.docx,{}
evidence:c6d27146045b6edb5fd31f49,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit._risk_management_policy_v1.0.docx,{}
evidence:b4757fdeee08a956bdaf2a1f,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit._risk_management_policy_v1.0.docx,{}
evidence:1ee275e05a36306c83160211,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit._risk_management_policy_v1.0.docx,{}
evidence:999421e7f785f65777a5de87,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit._risk_management_policy_v1.0.docx,{}
evidence:5f6d8afcff3ed11667331536,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit._risk_management_policy_v1.0.docx,{}
evidence:e002bc65c11ac857a6aba8a9,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit._risk_management_policy_v1.0.docx,{}
evidence:839e48e8821b28d1964285d0,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit._risk_management_policy_v1.0.docx,{}
evidence:595a0c36b1ea0829628e793e,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit._risk_management_policy_v1.0.docx,{}
evidence:069361f0920db175dc24df21,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit._risk_management_policy_v1.0.docx,{}
evidence:8eb06dc7ed94163675077390,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit._risk_management_policy_v1.0.docx,{}
evidence:7b0785679ee93bfb89da2605,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit._risk_management_policy_v1.0.docx,{}
evidence:dc5c45e4841e92a65a864f80,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit._risk_management_policy_v1.0.docx,{}
evidence:6c1743bc9c355f95b016867c,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit._risk_management_policy_v1.0.docx,{}
evidence:117c7962ead0d9e47bf62b7a,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit._risk_management_policy_v1.0.docx,{}
