start,type,end,properties
evidence:0d77641d7e6548748210b19d,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_hr_policy_v1.0.docx,{}
evidence:605013146e89f653ea485bd8,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_hr_policy_v1.0.docx,{}
evidence:c13863c28b17d60eecebbbcc,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_hr_policy_v1.0.docx,{}
evidence:b3d0e9abf8a6139908976ddf,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_hr_policy_v1.0.docx,{}
evidence:709d70059918623c3a4c8ad2,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_hr_policy_v1.0.docx,{}
evidence:bbd092dd5f87c43812871d02,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_hr_policy_v1.0.docx,{}
evidence:1416d046a3134c8bc52fe008,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_hr_policy_v1.0.docx,{}
evidence:3a8a8a8b2bce185303b584d6,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_hr_policy_v1.0.docx,{}
evidence:e2cbaaf838ce22aed2aa12f2,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_hr_policy_v1.0.docx,{}
evidence:6f998ef60195405f2a53a3e7,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_hr_policy_v1.0.docx,{}
evidence:cde0176ca1874b577d693864,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_hr_policy_v1.0.docx,{}
evidence:b15044dca26d22023eaed818,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_hr_policy_v1.0.docx,{}
evidence:8ffdcd6b3f2bded3fb876c4e,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_hr_policy_v1.0.docx,{}
evidence:3f927115fe9c0db503b396fe,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_hr_policy_v1.0.docx,{}
evidence:ced982803cdfd6f9c519a790,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_hr_policy_v1.0.docx,{}
evidence:76392a40b4ac8793e617df09,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_hr_policy_v1.0.docx,{}
evidence:2bb3de92a01bdde9f6622cdd,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_hr_policy_v1.0.docx,{}
evidence:1ac48824fe5f553dc26dd315,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_hr_policy_v1.0.docx,{}
evidence:0da2b70333c969f8972ba5f3,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_hr_policy_v1.0.docx,{}
evidence:aeead19ff8c0d486fda78d45,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_hr_policy_v1.0.docx,{}
evidence:c4e4627b12a6eb0353375b19,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_hr_policy_v1.0.docx,{}
evidence:1703e8e9627440478dbc7a3e,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_hr_policy_v1.0.docx,{}
evidence:c228a8af790fc6a24cb71308,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_hr_policy_v1.0.docx,{}
evidence:712eaa1db643042f431f2096,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_hr_policy_v1.0.docx,{}
evidence:bfa04b6edbd18318c896916b,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_hr_policy_v1.0.docx,{}
evidence:3cad9162ef54fed59d939251,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_hr_policy_v1.0.docx,{}
evidence:638d514f9678c5c95e67b210,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_hr_policy_v1.0.docx,{}
evidence:ec0c41fae594cf2453121ef6,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_hr_policy_v1.0.docx,{}
evidence:d72912e78749496315654eb3,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_hr_policy_v1.0.docx,{}
evidence:fd525d82affb0e39cce4f7ea,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_hr_policy_v1.0.docx,{}
evidence:bb100c1a8c19abdd720a8044,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_hr_policy_v1.0.docx,{}
evidence:db7d2bc5fbbaf3b23e53db59,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_hr_policy_v1.0.docx,{}
evidence:5dacdfbbd32bac49173bb512,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_hr_policy_v1.0.docx,{}
evidence:d72b8b9c2c4e1809f0db7864,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_hr_policy_v1.0.docx,{}
evidence:bd8f29c3edacc8ad5293c3f7,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_hr_policy_v1.0.docx,{}
evidence:7f258d11432ac27d207680e3,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_hr_policy_v1.0.docx,{}
evidence:beb88ec826e618062fe11737,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_hr_policy_v1.0.docx,{}
evidence:2f391d280a8e5a53ded2adb1,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_hr_policy_v1.0.docx,{}
evidence:a92d72982e8948cbf7209d56,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_hr_policy_v1.0.docx,{}
evidence:15b205e6cc8e8abf9fa29bb4,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_hr_policy_v1.0.docx,{}
evidence:031503337c89bf80373c8f78,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_hr_policy_v1.0.docx,{}
evidence:928165848f10d7355fd2dacf,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_hr_policy_v1.0.docx,{}
evidence:e585a1ab819ddcd8968c0450,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_hr_policy_v1.0.docx,{}
evidence:e380f9d01fdde07a3b3e4622,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_hr_policy_v1.0.docx,{}
evidence:588cb240493e9729a4d5ffbc,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_hr_policy_v1.0.docx,{}
evidence:26572ed2de3160ab58ba08c7,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_hr_policy_v1.0.docx,{}
evidence:952873b83d0463455bc956d8,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_hr_policy_v1.0.docx,{}
evidence:dab149440b4d890ec203f0b4,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_hr_policy_v1.0.docx,{}
evidence:c3e334866e3bda874d0c8d08,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_hr_policy_v1.0.docx,{}
evidence:126d5f2f4cc4a6a786ddd91a,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_hr_policy_v1.0.docx,{}
evidence:c31ff72e04a168b20225226a,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_hr_policy_v1.0.docx,{}
evidence:3fadc367171c23024705cfdb,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_hr_policy_v1.0.docx,{}
evidence:a5597e8a39fe74b4cd05f581,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_hr_policy_v1.0.docx,{}
evidence:e30bb4eb381cd27784203745,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_hr_policy_v1.0.docx,{}
evidence:d8c5e3cbc5dba3b95a30a881,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_hr_policy_v1.0.docx,{}
evidence:eb0571789d5779125b3778f6,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_hr_policy_v1.0.docx,{}
evidence:0e28635a03ee1eeee2577bc1,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_hr_policy_v1.0.docx,{}
evidence:abda3630fbcad9eb7fb2984e,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_hr_policy_v1.0.docx,{}
evidence:5b1be04a319df371d7cf895c,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_hr_policy_v1.0.docx,{}
evidence:f7c20c609d2af682612062b4,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_hr_policy_v1.0.docx,{}
evidence:b8f31e2740d34881e3da9e86,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_hr_policy_v1.0.docx,{}
evidence:bbba50c557d7893b16216778,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_hr_policy_v1.0.docx,{}
evidence:9bc7edbaec2e16af07bee555,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_hr_policy_v1.0.docx,{}
evidence:a32f15ec480d0d72b22a5c96,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_hr_policy_v1.0.docx,{}
evidence:70f94c103cdb8b094bd18b19,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_hr_policy_v1.0.docx,{}
evidence:4fd4606679a40d0fc2403ee9,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_Incident_Management_Policy_v1.0.docx,{}
evidence:b065e38d472559e3b92c80dd,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_Incident_Management_Policy_v1.0.docx,{}
evidence:8637e7d44226cf75d341e84b,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_Incident_Management_Policy_v1.0.docx,{}
evidence:d0de5b5ad307ed31a5f8b7ef,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_Incident_Management_Policy_v1.0.docx,{}
evidence:ad659138bce775f8fbfde603,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_Incident_Management_Policy_v1.0.docx,{}
evidence:a212741eda2bcb2f9168c853,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_Incident_Management_Policy_v1.0.docx,{}
evidence:73f2542a0f26f600dcd7b476,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_Incident_Management_Policy_v1.0.docx,{}
evidence:e7a6553b86d62d64faf0ca58,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_Incident_Management_Policy_v1.0.docx,{}
evidence:fbab157f6710993b4b260b14,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_Incident_Management_Policy_v1.0.docx,{}
evidence:cfbc4e11bf1b11cf3b587e41,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_Incident_Management_Policy_v1.0.docx,{}
evidence:c02ae0024953cc46035307fe,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_Incident_Management_Policy_v1.0.docx,{}
evidence:d62e432ac201ca0953eb33b4,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_Incident_Management_Policy_v1.0.docx,{}
evidence:ccd62aabec68650e9f48e3b3,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_Incident_Management_Policy_v1.0.docx,{}
evidence:88ba42c657a436e1140727aa,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_Incident_Management_Policy_v1.0.docx,{}
evidence:45f0f514d6cc66b5049fbee5,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_Incident_Management_Policy_v1.0.docx,{}
evidence:d284c7983926223c9067fc99,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_Incident_Management_Policy_v1.0.docx,{}
evidence:4cedd69829d58f29110dd940,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_Incident_Management_Policy_v1.0.docx,{}
evidence:8f04958b5674037f831c11c5,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_Incident_Management_Policy_v1.0.docx,{}
evidence:dbc62fa49176af3864c91f65,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_Incident_Management_Policy_v1.0.docx,{}
evidence:d90841862d8b4ec77bb774f4,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_Incident_Management_Policy_v1.0.docx,{}
evidence:0aaec10eee2b78a9c847fbb4,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_Incident_Management_Policy_v1.0.docx,{}
evidence:3a3d24d020a3b3d1550d3e72,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_Incident_Management_Policy_v1.0.docx,{}
evidence:5fd27fd0ec07d82399d33217,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_Incident_Management_Policy_v1.0.docx,{}
evidence:2d6ff435f293602b3db56448,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_Incident_Management_Policy_v1.0.docx,{}
evidence:84d569c785557f07bff8eb89,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_Incident_Management_Policy_v1.0.docx,{}
evidence:d0338e3a526f4d640ee37d12,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_Incident_Management_Policy_v1.0.docx,{}
evidence:b5da2ca2b7b4aca1f43ab699,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_Incident_Management_Policy_v1.0.docx,{}
evidence:6ec4c7783be69021f2fe1ebe,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_Incident_Management_Policy_v1.0.docx,{}
evidence:b7d23153f180ec4259f26686,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_Incident_Management_Policy_v1.0.docx,{}
evidence:4c9e5fb375bb7725cd550066,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_Incident_Management_Policy_v1.0.docx,{}
evidence:24305a094b4c7be6d6d0a698,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_Incident_Management_Policy_v1.0.docx,{}
evidence:c99cc80fe97341e316fd1b98,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_Incident_Management_Policy_v1.0.docx,{}
evidence:d3af9828da5895155368217d,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_Incident_Management_Policy_v1.0.docx,{}
evidence:83fa3292ab65b4f8ae9370a2,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_Incident_Management_Policy_v1.0.docx,{}
evidence:24a1b5e3755e819d710b6c14,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_Incident_Management_Policy_v1.0.docx,{}
evidence:cd2ae645376f1dbd4531eb1e,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_Incident_Management_Policy_v1.0.docx,{}
evidence:21c160e0cf24528590c8b83c,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_Incident_Management_Policy_v1.0.docx,{}
evidence:e6e60dc2949bb4cfeafaba51,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_Incident_Management_Policy_v1.0.docx,{}
evidence:36dc971322e29b0db1e701cc,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_Incident_Management_Policy_v1.0.docx,{}
evidence:ea84bd950a2431b24d922e58,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_Incident_Management_Policy_v1.0.docx,{}
evidence:2dbd8b13b1c40e76cf18c800,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_Incident_Management_Policy_v1.0.docx,{}
evidence:f396c55051872cdae428722b,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_Incident_Management_Policy_v1.0.docx,{}
evidence:c751929b3aa81ab5ec4a4634,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_Incident_Management_Policy_v1.0.docx,{}
evidence:a42dad9b16e1abde58815d88,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_Incident_Management_Policy_v1.0.docx,{}
evidence:469ff0c3d48ece7466d7b649,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_Incident_Management_Policy_v1.0.docx,{}
evidence:da50ee58e2f3b8d2498b7474,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_Incident_Management_Policy_v1.0.docx,{}
evidence:ae26a9e525bf9de103e1871d,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_Incident_Management_Policy_v1.0.docx,{}
evidence:5cb3adce0953af77a7a9b720,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_Incident_Management_Policy_v1.0.docx,{}
evidence:e4d82588e38f85e16e49ee88,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_Incident_Management_Policy_v1.0.docx,{}
evidence:d51b79c3a66e6f541478744d,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_Incident_Management_Policy_v1.0.docx,{}
evidence:20980b0f3146a93883281efd,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_Incident_Management_Policy_v1.0.docx,{}
evidence:a584be0e5da9e9dc301162cf,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_Incident_Management_Policy_v1.0.docx,{}
evidence:e7df479282942552ef69cc7a,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_Incident_Management_Policy_v1.0.docx,{}
evidence:39575f19f5c87d3f77b7626c,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_Incident_Management_Policy_v1.0.docx,{}
evidence:2a12365426a671b67ad4261b,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_Incident_Management_Policy_v1.0.docx,{}
evidence:047915a33c9048f55241ae77,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_Incident_Management_Policy_v1.0.docx,{}
evidence:03c7da5ad84ca1214de0f992,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_Incident_Management_Policy_v1.0.docx,{}
evidence:e8f29c15c9caea0975dd5f79,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_Incident_Management_Policy_v1.0.docx,{}
evidence:2ec47fcc5cbe422f0998ef9d,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_Incident_Management_Policy_v1.0.docx,{}
evidence:21aa47daba8a9de714dcef9e,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_Incident_Management_Policy_v1.0.docx,{}
evidence:4a1f30e0678ebf775e906dad,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_Incident_Management_Policy_v1.0.docx,{}
evidence:e180ec1b4c86ad394a8bb629,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_Incident_Management_Policy_v1.0.docx,{}
evidence:d0959b3ca3b0ec33a4a2bf4a,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_Incident_Management_Policy_v1.0.docx,{}
evidence:7070679974f18c90f857c1b4,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_Incident_Management_Policy_v1.0.docx,{}
evidence:2bb85058d1aa2ebd8d1eeec3,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_Incident_Management_Policy_v1.0.docx,{}
evidence:3373cc69dc0894723efc1ed9,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_Incident_Management_Policy_v1.0.docx,{}
evidence:ecc6d2df883abe35e2c000ea,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_Incident_Management_Policy_v1.0.docx,{}
evidence:d8d540eee56e3077a16cdb3e,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_Incident_Management_Policy_v1.0.docx,{}
evidence:6282812d3ac1ff5c875ba2a5,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_Incident_Management_Policy_v1.0.docx,{}
evidence:435607c47625f16d49b64218,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_Incident_Management_Policy_v1.0.docx,{}
evidence:f267f26be83bd0e83b9fb04a,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_Incident_Management_Policy_v1.0.docx,{}
evidence:8953287c37c12352807e5171,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_Incident_Management_Policy_v1.0.docx,{}
evidence:028836cfa47b620071b7b84d,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_Incident_Management_Policy_v1.0.docx,{}
evidence:876c926d6c285d6107c2bf21,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_Incident_Management_Policy_v1.0.docx,{}
evidence:7de42df61108c1c07afedb8e,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_Incident_Management_Policy_v1.0.docx,{}
evidence:89160cf51e0fbf8394ea7779,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_Incident_Management_Policy_v1.0.docx,{}
evidence:aa0d9db0f3751c6fbd9ee1f1,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_Incident_Management_Policy_v1.0.docx,{}
evidence:f1f16dabdfdbd1632570e229,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_Incident_Management_Policy_v1.0.docx,{}
evidence:0ebc9dbc4900f6ce7a2f256c,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_Incident_Management_Policy_v1.0.docx,{}
evidence:07c505ae3bf6487e13e6c7da,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_Incident_Management_Policy_v1.0.docx,{}
evidence:20dc2d768d66b400305e8490,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_Incident_Management_Policy_v1.0.docx,{}
evidence:3f0a23aa6a56ccd27edf3e12,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_Incident_Management_Policy_v1.0.docx,{}
evidence:73a37dc245b3fd0e42ee41aa,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_Incident_Management_Policy_v1.0.docx,{}
evidence:1f8232a20d2536e9ed8094b8,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_Incident_Management_Policy_v1.0.docx,{}
evidence:26a0ffa977207e210153ef80,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_Incident_Management_Policy_v1.0.docx,{}
evidence:e831430d4c519fd28fe56a77,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_Incident_Management_Policy_v1.0.docx,{}
evidence:a2046c8b6498b64ef4439454,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_Incident_Management_Policy_v1.0.docx,{}
evidence:bbf8cc69557d32a689433833,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_Incident_Management_Policy_v1.0.docx,{}
evidence:41e7f815c62759b8b5f0d8df,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_Incident_Management_Policy_v1.0.docx,{}
evidence:1f3734e7d1ee53753333e616,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_Incident_Management_Policy_v1.0.docx,{}
evidence:dd04a7f714d305f54d7b532c,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_Incident_Management_Policy_v1.0.docx,{}
evidence:af6f12e5fd9fdca7f83e36f3,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_Incident_Management_Policy_v1.0.docx,{}
evidence:93951d776b129b338cf29dd3,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_Incident_Management_Policy_v1.0.docx,{}
evidence:101b312db6e7251a04b3f4c1,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_Incident_Management_Policy_v1.0.docx,{}
evidence:53e0b55172c1b636fd0f6ce8,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_Incident_Management_Policy_v1.0.docx,{}
evidence:459a7c89a1b177b2eef4bbb5,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_Incident_Management_Policy_v1.0.docx,{}
evidence:30f2164106204c5058088230,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_Incident_Management_Policy_v1.0.docx,{}
evidence:a0c273a00e0ac342a3ddbe66,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_Incident_Management_Policy_v1.0.docx,{}
evidence:6c4eb2f4d67e804c899a653f,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_Incident_Management_Policy_v1.0.docx,{}
evidence:4a21365da5f161dfce9364d1,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_Incident_Management_Policy_v1.0.docx,{}
evidence:ea4fba9d54f296f8e6b61e13,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_Incident_Management_Policy_v1.0.docx,{}
evidence:8ec2a52854177756c50572e2,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_Incident_Management_Policy_v1.0.docx,{}
evidence:b9110357cc25f60cd9acac69,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_Incident_Management_Policy_v1.0.docx,{}
evidence:b26b916f62a2611d912c5756,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_Incident_Management_Policy_v1.0.docx,{}
evidence:0f77e83a62920df09402951c,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_Incident_Management_Policy_v1.0.docx,{}
evidence:cbaf028c6260e9d05af48619,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_Incident_Management_Policy_v1.0.docx,{}
evidence:201fa9b0666aa0247d7e0126,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_Incident_Management_Policy_v1.0.docx,{}
evidence:b641a68f2da786f1a60a410a,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_Incident_Management_Policy_v1.0.docx,{}
evidence:f9223f8d54dd01edf951891d,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_Incident_Management_Policy_v1.0.docx,{}
evidence:845e8a4f72e96be48dad41fe,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_Incident_Management_Policy_v1.0.docx,{}
evidence:008f8e85f2cf6399dbfdfda0,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_Incident_Management_Policy_v1.0.docx,{}
evidence:504d460b440fbbf0474c0f27,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_Incident_Management_Policy_v1.0.docx,{}
evidence:b64a7d82635d820a7970f42a,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_Incident_Management_Policy_v1.0.docx,{}
evidence:214b8b2635015237fc69f5bd,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_Incident_Management_Policy_v1.0.docx,{}
evidence:4d3d3ccbd60f2068ad18d84b,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_information_security_policy_v1.0.docx,{}
evidence:3f0c6eb94c46652ef64a5b04,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_information_security_policy_v1.0.docx,{}
evidence:26cd6515de9d6a5a707b369f,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_information_security_policy_v1.0.docx,{}
evidence:950bf1614f6e274763aeb1f0,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_information_security_policy_v1.0.docx,{}
evidence:d4dd9818f7eafad33d45c722,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_information_security_policy_v1.0.docx,{}
evidence:70999b80784d89ddbfbc1216,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_information_security_policy_v1.0.docx,{}
evidence:14ec22b34fac8f058c9b5d2c,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_information_security_policy_v1.0.docx,{}
evidence:af6f19cd13253d2cf0430eb9,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_information_security_policy_v1.0.docx,{}
evidence:51cc4357349c491bea03d517,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_information_security_policy_v1.0.docx,{}
evidence:1c03cb31d865eafc5de74c9d,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_information_security_policy_v1.0.docx,{}
evidence:900296b9a1d15a10c831cc7a,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_information_security_policy_v1.0.docx,{}
evidence:1e0a72fb9b995ae8782b69fb,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_information_security_policy_v1.0.docx,{}
evidence:7d716d2fa3e8671f43b64394,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_information_security_policy_v1.0.docx,{}
evidence:1288b89bfba499e2c5efdc1b,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_information_security_policy_v1.0.docx,{}
evidence:93b6c83fa562da11fc04a441,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_information_security_policy_v1.0.docx,{}
evidence:8cd77692e9a7699ecc25e846,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_information_security_policy_v1.0.docx,{}
evidence:6c2db70810c3e629656d1be6,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_information_security_policy_v1.0.docx,{}
evidence:8ceeee0e9ed18b5389824497,FROM_SOURCE,source:Hackathon/2. Company policies/Regodit_information_security_policy_v1.0.docx,{}
